2015-11-01-2015-11-01,74
2015-11-02-2015-11-02,77
2015-11-03-2015-11-03,54
2015-11-04-2015-11-04,54
2015-11-05-2015-11-05,55
2015-11-06-2015-11-06,62
2015-11-07-2015-11-07,52
2015-11-08-2015-11-08,66
2015-11-09-2015-11-09,91
2015-11-10-2015-11-10,71
2015-11-11-2015-11-11,66
2015-11-12-2015-11-12,79
2015-11-13-2015-11-13,63
2015-11-14-2015-11-14,63
2015-11-15-2015-11-15,77
2015-11-16-2015-11-16,89
2015-11-17-2015-11-17,81
2015-11-18-2015-11-18,88
2015-11-19-2015-11-19,57
2015-11-20-2015-11-20,70
2015-11-21-2015-11-21,80
2015-11-22-2015-11-22,51
2015-11-23-2015-11-23,62
2015-11-24-2015-11-24,59
2015-11-25-2015-11-25,54
2015-11-26-2015-11-26,44
2015-11-27-2015-11-27,70
2015-11-28-2015-11-28,60
2015-11-29-2015-11-29,37
2015-11-30-2015-11-30,48
2015-12-01-2015-12-01,80
2015-12-02-2015-12-02,66
2015-12-03-2015-12-03,64
2015-12-04-2015-12-04,54
2015-12-05-2015-12-05,67
2015-12-06-2015-12-06,57
2015-12-07-2015-12-07,71
2015-12-08-2015-12-08,67
2015-12-09-2015-12-09,71
2015-12-10-2015-12-10,60
2015-12-11-2015-12-11,75
2015-12-12-2015-12-12,58
2015-12-13-2015-12-13,48
2015-12-14-2015-12-14,63
2015-12-15-2015-12-15,54
2015-12-16-2015-12-16,100
2015-12-17-2015-12-17,37
2015-12-18-2015-12-18,69
2015-12-19-2015-12-19,55
2015-12-20-2015-12-20,52
2015-12-21-2015-12-21,53
2015-12-22-2015-12-22,38
2015-12-23-2015-12-23,48
2015-12-24-2015-12-24,47
2015-12-25-2015-12-25,78
2015-12-26-2015-12-26,50
2015-12-27-2015-12-27,24
2015-12-28-2015-12-28,75
2015-12-29-2015-12-29,54
2015-12-30-2015-12-30,58
2015-12-31-2015-12-31,58
